track_id,name,artist,album,release_year,popularity,duration_ms,tempo,energy,speechiness,acousticness,instrumentalness,liveness,valence,danceability,image_url
2E5kZ1qnB7V9bcwBEKvZv8,"Kasturi (From ""Amar Prem Ki Prem Kahani"")",Arijit Singh,"Kasturi (From ""Amar Prem Ki Prem Kahani"")",2024,76,232568,143.5546875,0.2007361203432083,0.0516261050575657,0.8385943244485294,0.0,0.9736254066228868,0.0127756547927856,0.9596992516574436,https://i.scdn.co/image/ab67616d0000b2730097e55317238f0a7dce13f6
36N5awamOX6XX5pQn3aFXZ,"Soni Soni (From ""Ishq Vishk Rebound"")",Darshan Raval,"Soni Soni (From ""Ishq Vishk Rebound"")",2024,75,176875,143.5546875,0.1594362109899521,0.0631768666553792,0.7975267345322175,0.0,1.0,0.0,0.9538093037831312,https://i.scdn.co/image/ab67616d0000b273b397e32af8189792fb1513b4
5Ggb9pKiKcr5vNV9v1e1vs,"Tumhare Hi Rahenge Hum (From ""Stree 2"")",Sachin-Jigar,"Tumhare Hi Rahenge Hum (From ""Stree 2"")",2024,75,230086,117.45383522727272,0.190578430891037,0.06447069858988,0.7833070548326239,0.0,0.961684063076973,0.0,0.8298877666002027,https://i.scdn.co/image/ab67616d0000b273f507e5b4c73b7b8fba510c28
0a17mIL7XTvYqe9mxuPd3y,"Agar Ho Tum (From ""Mr. And Mrs. Mahi"")",Tanishk Bagchi,"Agar Ho Tum (From ""Mr. And Mrs. Mahi"")",2024,69,253223,103.359375,0.1283957511186599,0.0732393530500193,0.7779308590726587,0.0,0.5837937071919441,0.0,0.7634478451420805,https://i.scdn.co/image/ab67616d0000b27340bbf387f0a0286354a8dbfa
34Fh4HXZmnuBdtgejWUZg2,"Dekhha Tenu (From ""Mr. And Mrs. Mahi"")",Mohammad Faiz,"Dekhha Tenu (From ""Mr. And Mrs. Mahi"")",2024,74,281511,86.1328125,0.1950718462467193,0.0759632594814241,0.7731215533088235,0.0,0.7945507764816284,0.0,0.6756052035647648,https://i.scdn.co/image/ab67616d0000b273c3be0e4563f5564640effc13
2ZD4aIEepqZsdxPxLSuUhm,Tere Pyaar Mein,Pritam,"Tere Pyaar Mein (From ""Tu Jhoothi Main Makkaar"")",2023,76,266094,117.45383522727272,0.3023897707462311,0.0598359949448529,0.8202968160434404,0.0,1.0,0.0796477174758911,0.8250021617991313,https://i.scdn.co/image/ab67616d0000b273fdd4cc7defb987b4c3aa2d9e
2ceeTJAzKy295Fm0VsaXtE,"Tum Se (From ""Teri Baaton Mein Aisa Uljha Jiya"")",Sachin-Jigar,"Tum Se (From ""Teri Baaton Mein Aisa Uljha Jiya"")",2024,80,264089,99.38401442307692,0.2117586880922317,0.0570215750773993,0.8202764080035797,0.0,1.0,0.0271903705596923,0.7343585986821304,https://i.scdn.co/image/ab67616d0000b273b608e9bcf3845d082d1d559e
3yHyiUDJdz02FZ6jfUbsmY,"Satranga (From ""ANIMAL"")",Arijit Singh,"Satranga (From ""ANIMAL"")",2023,79,271169,107.666015625,0.2406294196844101,0.0745312953511996,0.8107594587485487,0.0,0.8601074665784836,0.0247473573684692,0.7904760851721166,https://i.scdn.co/image/ab67616d0000b273021d7017f73387b008eab271
0M0ANKNzmM4Odd7FNKghzW,"Akhiyaan Gulaab (From ""Teri Baaton Mein Aisa Uljha Jiya"")",Mitraz,"Akhiyaan Gulaab (From ""Teri Baaton Mein Aisa Uljha Jiya"")",2024,76,171147,107.666015625,0.2555473148822784,0.0522100017535797,0.848445360874613,0.0,1.0,0.0430249977111816,0.7665607554434665,https://i.scdn.co/image/ab67616d0000b27352e3a807b72281cb40c08092
0qQ4IdhjzNr0gJhdMTf2n3,"O Maahi (From ""Dunki"")",Pritam,"O Maahi (From ""Dunki"")",2023,72,233453,117.45383522727272,0.2623865604400635,0.058179731339493,0.8671478177002709,0.0,0.795714408159256,0.0720457553863525,0.8278140586732143,https://i.scdn.co/image/ab67616d0000b2737506d87e6489c5a93c042523
